text,binary,multiclass
"Hoy comienza algo que espere mucho tiempo ⏱️ pa hacerlo 😌, graxxx diosito por todo lo que me das🥰.  Estado: Con el culo en la 🤚 pero con todas las ganas raza 😋",Not Hope,Not Hope
"Y desconfío, el miedo a dar un salto y encontrar vacío Ansío que esto que siento no sea mío",Not Hope,Not Hope
#USER# Y así será si la oposición sigue igual de desorganizada y mal liderada… Creo que está peor que la selección Mx en Qatar; no entienden que no entienden,Not Hope,Not Hope
#USER# Creo que te confundiste con Horizon Forbidden West 😎🤙,Not Hope,Not Hope
El Estado repartió discrecionalmente $14.000 millones en 2022 para financiar organizaciones sociales y piqueteras.   ¿Con qué fin? No lo sabemos. Desde 2021 estamos esperando con #USER# la respuesta al pedido de informe que realizamos.   Un Gobierno poco transparente... #URL#,Not Hope,Not Hope
"
        ¡Joey, el genio! Ojalá fuera tan brillante como él #towie",Hope,Sarcasm
"✝️ 📚 Compre aquí la #Biblia Reina Valera 1960, aclamada como una de las mejores traducciones de las Sagradas Escrituras en Español ⬇️  #Dios #Jesucristo #Fe #Articulosreligiosos #SantaBiblia #Amor #rezo #oracion #esperanza #vida   https://t.co/wBzJKSNLWC",Not Hope,Not Hope
"#USER# Ojalá los pinches gringos primero se hicieran cargo de toda su población de drogos, y dejaran de meterse en asuntos ajenos. Sin su demanda de drogas, no tendríamos por qué estar sufriendo. Pero claro, es más fácil echarle la culpa a los mexicanos.",Not Hope,Not Hope
"#6Marz | #Inces Guárico honrando la memoria y legado del Líder de la Revolución Bolivariana a 10 años de su siembra, donde fueron exaltados sus ideales políticos, su empeño por una sociedad más justa y despertar y devolver el amor, la alegría y la esperanza a su Patria. #URL#",Hope,Generalized Hope
"#USER# #USER# Desearia a otro que no sea Rebord ""entrevistando""",Not Hope,Not Hope
". #USER# se irá y la democracia seguira, él no es la democracia. Lo están esperando en #USER#  @CiroMurayamaINE lo seguirá pues son una dupla de delincuentes inseparables. Pero a Ciro lo dejarán cuidando la puerta por no ser Wero y de ojo azul.",Not Hope,Not Hope
Antes de terminar de entender lo que hacía ya no había nada que hacer. La carta estaba dentro y el casillero estaba cerrado. Ahora sólo quedaba la esperanza de que sus palabras fueran la chispa necesaria.,Hope,Generalized Hope
🛡CAPITAL DEL CLAN🛡 CC-01 | MARZO | Resultados II  Alcanzamos un nuevo ascenso en la liga con la finalización del primer FINDE de asaltos. Liga actual: ORO III.  #Gojadashiano #Jadashclan #Marzo2023 #Capitaldelclan #Resultados #Ascensoliga #URL#,Not Hope,Not Hope
#USER# Deseando la muerte estás enfermito ni al loco idiota que vive en el palacio le hago eso,Not Hope,Not Hope
"Estos son los partidos que enserio me hacen mierda, son los partidos que desearía no ser tan fanático y vivirlo tranquilo.   Me como mierda pero así es este deporte nos vemos el Martes.",Hope,Generalized Hope
"Félix dijo: “Empecé con el patrocinio regular con el deseo de compartir este amor con los niños necesitados porque mis fans me quieren mucho. Siempre quise hacer algo útil para la sociedad, ya que muchos fans prestan atención a mis expresiones, etc.”.  Cr.➡️ #USER# #URL#",Not Hope,Not Hope
"RT #USER# one last chance, Sueño. - — #dreamfanart #dreamedit #SquidCraft2 #USER# #URL#",Not Hope,Not Hope
¿Se viene el beso? Antes de que termine el programa podría darse lo que muchos están esperando.  https://t.co/gR2GRSHSab,Not Hope,Not Hope
Rezo para que la segunda tempo de arcane tenga algo que ver con bilgewater o por lo menos noxus que son las regiones más interesantes,Hope,Realistic Hope
"Viendo los stories de algunos Trancers desde Ámsterdam, me hace anhelar estar allá para el #ASOT2023 este fin de semana 🥹🥲",Hope,Realistic Hope
"Comenzó una nueva semana, y como cada lunes, ¡ya todos deseando que llegue el viernes! 😂  El informe completo aquí: #URL# #URL#",Hope,Generalized Hope
"Limpieza de parques en Nueva Esperanza, Santa Cecilia y Nueva Victoria 🧹🙌🏻  #ParquesYJardines 🌳 #URL#",Not Hope,Not Hope
"#USER# Pedido realizado Zatu. Porque contigo empecé en esto del rap en 2007 y aquí seguimos. Porque estoy deseando escuchar ese nuevo disco, 5 años después. Porque sois historia del rap en España. Por aquel concierto inolvidable de 2019. ¿Hacen falta más motivos? Un saludo desde Almería",Hope,Realistic Hope
"Todos los días le rezo al brownie con helado   No me sorprendan con otra cosa, denme brownie con helado   Te amo brownie con helado #URL#",Hope,Generalized Hope
""" Nunca se es demasiado viejo para establecer un nuevo sueño.""   ( CS Lewis ) #URL#",Not Hope,Not Hope
"#USER# Así es! Pobre weon, empecemos a esperar los memes 😆",Not Hope,Not Hope
"Me gustaría mucho ver a ori en alguna puntata con el pelo corto suelto, ojala pase #oriele",Hope,Generalized Hope
Llamamiento solidario desde Cádiz para cumplir el sueño de niños senegaleses de ser futbolistas #URL#,Hope,Realistic Hope
JAJA si mis amigas me dicen que soy qlona me la creo,Not Hope,Not Hope
"#USER# Yo quiero renunciar a mi trabajo desde noviembre, por culpa de mi jefe, no del trabajo como tal. Pero pues hasta que se defina algo que estoy esperando.",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Espere el resultado del proceso, no emita juicios anticipados",Not Hope,Not Hope
"#USER# No tuve el placer de conocerte a fondo, sin embargo respeto tu decisión y pues...  Que queda. Te deseo mucha suerte en tu vida y ojalá algún día tengamos el placer de verte otra vez.   Buen viaje y disfruta de la vida.",Hope,Generalized Hope
"Ya se divirtieron los niños con Ferxxo, ahora solo queda esperar al Duko.",Not Hope,Not Hope
"No solo todo el mundo está de acuerdo, lo cual ya me da bastante miedo, sino que incluso Parcum coincide conmigo. Esto es realmente impactante!!!! :)",Not Hope,Sarcasm
#USER# Yo creo que esto nos pasa por alejarnos tanto de Dios 🙏,Not Hope,Not Hope
"No me sorprende!  Somos Memezuela, que más se puede esperar? #URL#",Not Hope,Not Hope
Allá actúaron de una vez... acá hay que esperar orden especial #URL# #URL#,Not Hope,Not Hope
"Usando un descuento para educadores, recibo un 20% de descuento en Manga en B&N. Esta es la única razón por la que soy profesor.",Not Hope,Sarcasm
Me la paso con sueño todo el día y a la noche no puedo pegar un ojo 😮‍💨,Not Hope,Not Hope
3ra vez viene #USER# vez que no puedo ir a verlos. Siempre vienen cuando estoy peor económica y anímicamente.   Parece que mi destino es escucharlos toda la vida y nada más. Ojalá vuelvan y me encuentre mejor 🤞 #URL#,Hope,Generalized Hope
yo voy a rezar para que no lea los últimos twits,Not Hope,Not Hope
"#FÚTBOL ⚽️ Bautista Barros Schelotto: “Gimnasia representa mucho en mi vida, me formó como persona”  ▶️ A dos años de su debut en primera, Bautista Barros Schelotto jugó de arranque en el último partido. “Cumplí un sueño”, dijo el lateral.  https://t.co/SGjyktwTw2",Hope,Generalized Hope
#USER# #USER# Presidente Bukele soy colombiano y desearía para mi amada patria un presidente de su talla moral y  ética,Hope,Realistic Hope
#USER# La concha de tu madre desde ayer estoy esperando hijo de puta,Not Hope,Not Hope
"Tal vez no te hayas dado cuenta, pero algo que no ha sucedido pero que tiene posibilidad o probabilidad de suceder es potencial, así que la palabra es adecuada para describirlo. Y como estoy seguro de que Steeeeeeve (el adorador del diccionario) va a intervenir, aquí tienes la definición:",Not Hope,Sarcasm
Desde el 2020 no sentía esto con tal intensidad que creo que vivo soñando a diario 🥺,Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# JAJAJAJAJ eso no es lo que dicen los otros colombianos, deseando tener un presidente como Bukele, podés revisar sus posts tus mismos paisanos dicen eso, POR ALGO SERA EHH.",Not Hope,Not Hope
"Estoy intentando despertarme desde las 5 am, pero tengo mucho sueño #URL#",Not Hope,Not Hope
#USER# Sigo esperando que hablen del secuestro de cuatro ciudadanos estadounidenses,Not Hope,Not Hope
"Me encanta cómo ignoras toda lógica, razón, moralidad y cualquier rastro de racionalidad. ¿Cómo puedes decir que mis argumentos están equivocados si no te tomas el trabajo de revisarlos pieza por pieza y refutarlos? Si estoy tan equivocado, ¿por qué te limitas a decirlo sin realmente demostrarlo? ¿Esperas que algún día sea capaz de tener pensamientos racionales? Viniendo del tipo que cree en un papá mágico en el cielo sacado de un libro de cuentos de hadas. Oh, qué tonto de mi parte rechazar algo para lo que aún no he encontrado evidencia significativa. Qué insensato he sido.",Hope,Sarcasm
"#USER# El Dpto de Seguridad de la compañía alertó a todo el personal que se fueran a su casa rápido. Me sentí aliviada pero no esperé cambios, era como salir de Delincuente A y encontrar a Delincuente B. Nunca imaginé la capacidad destructiva casi infinita que parece tener el régimen.",Not Hope,Not Hope
"Yo no soy hipócrita, me parece muy bien lo que hace el Presidente Bukele, con los presos y desearía lo mismo para muchos colectivos, pedófilos, miembros de la red de trenes, sicarios y demás bichos criminalísticos. Fin. Absténgase de justificar los Derechos Humanos en mi trino.",Not Hope,Not Hope
"#USER# Tbh, la exposición a contenido r18 desde temprana edad es muy dañino en muchos aspectos. Te aseguro que ella no entendía lo que pasaba y pensaba que era normal preguntar eso. Ojalá haya hecho introspección y entendiera que estaba mal 😞",Not Hope,Not Hope
De verdad estoy cansado.. hay días que de verdad desearía morirme..,Hope,Unrealistic Hope
"#USER# Pero que se puede esperar si tenemos un país que se cae a pedazos,  sólo tragar y masticar,  mirar para otro lado o irse de ese lugar.",Not Hope,Not Hope
"#USER# No pero yo quiero ver ese tinte, mínimo es con oro que te lo van a poner. 🤣🤣🤣",Hope,Realistic Hope
#USER# #USER# Yo no prometo nada pero si anhelo que siga #USER#,Hope,Generalized Hope
"#USER# Hola Diego! Entiendo lo que planteas pero también son condiciones iguales para todos, me parece. Cómo cuando en el fútbol se dice “la cancha estaba muy mal” pero es igual para todos. Acá no hay un equipo ‘acostumbrado’ a esas condiciones y arena. igual, ojalá no sea así siempre.",Not Hope,Not Hope
Tengo más sueño que el que inventó la persiana pero…¡bendita cuaresma!,Hope,Generalized Hope
Deseando conocer al friki de la siguiente asignatura al que convierta en mi enemigo personal durante las próximas 6 semanas,Not Hope,Not Hope
#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Gracias Mariela Hermosa por la mencion te deseo una bonita semana #LosAmigosDeLaLeona #URL#,Hope,Generalized Hope
"#USER# #USER# #USER# Para secarlo al natural tienes que salir con el pelo mojado, a no ser que tengas 3 horas para esperar a a que se seque en tu casa.",Not Hope,Not Hope
he ido al gym con cuatro horas de sueño y un colacao y dos galletas chiquilin en el estomago #URL#,Not Hope,Not Hope
"Acabo de meter toda mi mano en un horno caliente sin pensar en las consecuencias. Obviamente, el instinto de conservación es mi fuerte.",Not Hope,Sarcasm
#USER# AMIGA NO PUEDE DER Q NO SE CURE SI ESPERE UN MALDITO AÑO!!!!! QUE ARGOLLA DE MIERDA,Not Hope,Not Hope
RT #USER# yo solo le rezó al de arriba que mañana ninshi anuncie segunda fecha en Monterrey 😔😔,Hope,Realistic Hope
#USER# OSTRAS estarás en barna??? Ojalá pueda pasarme por allí y comprarte cositas ;^; ❤️❤️❤️,Hope,Realistic Hope
AL FIB LLEGO EL DIA QUE TANTO ESPERÉ 😭😭😭😭😭 PROMISE IS COMING CHRISTMAS LOVE IS COMING #PromiseChristmasLove #URL#,Not Hope,Not Hope
YAPO RM HAZ EL DESAFIO ON THE STREET TE ESTAMOS ESPERANDO,Hope,Generalized Hope
Todos los días miro el pronóstico del tiempo con la esperanza que llueva y baje la temperatura.  Todos los días me desilusiono 😭,Hope,Unrealistic Hope
#USER# Qué linda! Ojalá los seres humanos nos cerráramos naturalmente por la noche en lugar de quedarnos pegados en tonterías 😭,Hope,Unrealistic Hope
"#USER# Esto no se borra. Deben esperar las burlas hacia usted para enmendar una imagen que ni revisa. Esto denota que usted no tiene criterio, no revisa, no es inteligente. Solo es un altanero con celular y ladrón de curul #URL#",Not Hope,Not Hope
"#USER# La resocializacion la pueden hacer dentro del centros carcelarios, cuando estos mejores sus condiciones. En eso deberían enfocarse y no en soltarlos y esperar que pasa.",Not Hope,Not Hope
cuando me salen esos videos deseo q el sexo vuelva a ser tabú #URL#,Not Hope,Not Hope
"#USER# Di que eres mujer y acude a esa presentación, se ve que lo estás deseando.",Hope,Generalized Hope
"#USER# #USER# La esperanza de vida aumento , hoy personas con 80a pueden estar fuertes , pero se recomienda no abusar .",Not Hope,Not Hope
"trabajo y a rezar que cuando llegue la cartera esté ahí y no me hayan robado la vida entera por que si no se me caerán muchos planes importantes que tengo en abril, en fin deséenme suerte, buenas noches",Hope,Generalized Hope
RT #USER# Ustedes me ven normal pero todos los días rezo para que esté chico de acá prenda stream #URL#,Hope,Unrealistic Hope
#USER# Se cambiaron de bando los republicanos se terminó la esperanza!!,Hope,Generalized Hope
El sueño de Simeone para suplir a Joao Félix se llama Julián Álvarez: #URL#,Not Hope,Not Hope
RT #USER# d10s mio soy una gata en celo esperando a que me la pongas gring0 #URL#,Not Hope,Not Hope
"#USER# yo te diría que depende de qué se haga en la revista, cover o featuring y ya depende de eso la publicación el rt y demás pero luego me di cuenta que pusieron dos post de sungchan con su revista siendo solo un feat aunque en la primera no pusieron fotos así que creo que es por eso",Not Hope,Not Hope
"Creo que ha llegado el momento de actualizar el OBS. Llevo tiempo con la versión 27 y ya han sacado la 29. Deseadme suerte, espero que no me de problemas 💀",Hope,Generalized Hope
irene vente conmigo yo se que lo estas deseando igual o mas que yo #URL#,Hope,Generalized Hope
"#USER# Mira su carita justo@cuando se da cuenta qué hay cámara ☺️ Grandísimo HDSRCHM , ojalá lo vea algún Uber o taxista . Algún chofer de ruta . #URL#",Hope,Realistic Hope
"Con tu actitud actual y los que son como tú, vas a perder nuevamente... Ay, me encanta... sigue con el buen trabajo... No creo que podría tener el odio que tú tienes por alguien, pero si lo tuviera, definitivamente me mudaría a un lugar como Canadá o Cuba donde la mayoría está de acuerdo con mis creencias... Pero eso solo sería yo...",Not Hope,Sarcasm
Creo que me ha ido mu bien en mi primer día ☺️💖✨️,Hope,Generalized Hope
"🇺🇸🇨🇳🇺🇦 EEUU quiere que China brinde ayuda militar a 🇺🇦 pese a la postura pacífica de Pekín. Biden desearía que Pekín tome las medidas  para intervenir a favor de 🇺🇦 en contra de la operación militar rusa, aseguró el coordinador de Estratégias del Con. de Seg. Nacional, John Kirby #URL#",Not Hope,Not Hope
